"Id"	"Word"	"TrueMeaning"	"WordType"
"25-20"	"boro"	"worn out"	"SRI"
"25-20"	"bassari"	"resolute"	"NRI"
"25-20"	"gayagaya"	"noisy"	"RI"
"25-20"	"harahara"	"suspenseful"	"RI"
"25-20"	"kachinkachin"	"offended"	"RNRI"
"25-20"	"kukkiri"	"clear"	"NRI"
"25-20"	"kizakiza"	"smug"	"RNAdj"
"25-20"	"yabo"	"tasteless"	"NAdj"
"25-20"	"gara"	"to change ocmpletely"	"NRI"
"25-20"	"kabikabi"	"gaudy"	"RNAdj"
"25-20"	"mare"	"rare"	"NAdj"
"25-20"	"gashi"	"sturdy"	"NRI"
"25-20"	"hoka"	"steaming"	"SRI"
"25-20"	"mucha"	"rash"	"NAdj"
"25-20"	"zoku"	"vulgar"	"NAdj"
"25-20"	"kero"	"nonchalantly"	"NRI"
"25-20"	"gowa"	"stiff"	"SRI"
"25-20"	"kadokado"	"excessive"	"RNAdj"
"25-20"	"mushi"	"humid"	"SRI"
"25-20"	"yawa"	"fragile"	"NAdj"
"25-20"	"ukiuki"	"happy"	"RI"
"25-20"	"gussurigussuri"	"fast asleep"	"RNRI"
"25-20"	"patapata"	"sudden"	"RNRI"
"25-20"	"pokapoka"	"gaping"	"RNRI"
"25-20"	"kokukoku"	"harsh"	"RNAdj"
"25-20"	"furifuri"	"disadvantaged"	"RNAdj"
"25-20"	"zatsu"	"sloppy"	"NAdj"
"25-20"	"bukubuku"	"chubby"	"RI"
"25-20"	"zuke"	"rude"	"SRI"
"25-20"	"bera"	"chatty"	"SRI"
"25-20"	"jikkuri"	"careful"	"NRI"
"25-20"	"shinnarishinnari"	"supple"	"RNRI"
"25-20"	"hisohiso"	"whispering"	"RI"
"25-20"	"rakuraku"	"comfortable"	"RNAdj"
"25-20"	"debudebu"	"fat"	"RI"
"25-20"	"pishapisha"	"decisive"	"RNRI"
"25-20"	"kizakiza"	"smug"	"RNAdj"
"25-20"	"mushi"	"humid"	"SRI"
"25-20"	"debudebu"	"fat"	"RI"
"25-20"	"shinnarishinnari"	"supple"	"RNRI"
"25-20"	"harahara"	"suspenseful"	"RI"
"25-20"	"yawa"	"fragile"	"NAdj"
"25-20"	"gayagaya"	"noisy"	"RI"
"25-20"	"zatsu"	"sloppy"	"NAdj"
"25-20"	"kukkiri"	"clear"	"NRI"
"25-20"	"gowa"	"stiff"	"SRI"
"25-20"	"jikkuri"	"careful"	"NRI"
"25-20"	"gussurigussuri"	"fast asleep"	"RNRI"
"25-20"	"kokukoku"	"harsh"	"RNAdj"
"25-20"	"bassari"	"resolute"	"NRI"
"25-20"	"pishapisha"	"decisive"	"RNRI"
"25-20"	"yabo"	"tasteless"	"NAdj"
"25-20"	"zuke"	"rude"	"SRI"
"25-20"	"gara"	"to change ocmpletely"	"NRI"
"25-20"	"ukiuki"	"happy"	"RI"
"25-20"	"pokapoka"	"gaping"	"RNRI"
"25-20"	"kero"	"nonchalantly"	"NRI"
"25-20"	"patapata"	"sudden"	"RNRI"
"25-20"	"kadokado"	"excessive"	"RNAdj"
"25-20"	"gashi"	"sturdy"	"NRI"
"25-20"	"bukubuku"	"chubby"	"RI"
"25-20"	"hoka"	"steaming"	"SRI"
"25-20"	"mare"	"rare"	"NAdj"
"25-20"	"mucha"	"rash"	"NAdj"
"25-20"	"rakuraku"	"comfortable"	"RNAdj"
"25-20"	"furifuri"	"disadvantaged"	"RNAdj"
"25-20"	"boro"	"worn out"	"SRI"
"25-20"	"bera"	"chatty"	"SRI"
"25-20"	"hisohiso"	"whispering"	"RI"
"25-20"	"kabikabi"	"gaudy"	"RNAdj"
"25-20"	"zoku"	"vulgar"	"NAdj"
"25-20"	"kachinkachin"	"offended"	"RNRI"
