"Id"	"Word"	"TrueMeaning"	"WordType"
"2-4"	"buru"	"shivering"	"SRI"
"2-4"	"zuke"	"rude"	"SRI"
"2-4"	"mushi"	"humid"	"SRI"
"2-4"	"sekaseka"	"hasty"	"RI"
"2-4"	"bassari"	"resolute"	"NRI"
"2-4"	"zoku"	"vulgar"	"NAdj"
"2-4"	"mucha"	"rash"	"NAdj"
"2-4"	"himahima"	"free"	"RNAdj"
"2-4"	"hiku"	"agitated"	"SRI"
"2-4"	"baka"	"stupid"	"NAdj"
"2-4"	"nopperi"	"smooth"	"NRI"
"2-4"	"koku"	"harsh"	"NAdj"
"2-4"	"murimuri"	"impossible"	"RNAdj"
"2-4"	"yawayawa"	"fragile"	"RNAdj"
"2-4"	"musu"	"sullen"	"NRI"
"2-4"	"hiso"	"whispering"	"SRI"
"2-4"	"pata"	"sudden"	"NRI"
"2-4"	"tsuyatsuya"	"glossy"	"RI"
"2-4"	"kachinkachin"	"offended"	"RNRI"
"2-4"	"kero"	"nonchalantly"	"NRI"
"2-4"	"potcharipotchari"	"plump"	"RNRI"
"2-4"	"gochagocha"	"messy"	"RI"
"2-4"	"zatsuzatsu"	"sloppy"	"RNAdj"
"2-4"	"bisshiribisshiri"	"crowded"	"RNRI"
"2-4"	"garagara"	"to change ocmpletely"	"RNRI"
"2-4"	"pokapoka"	"gaping"	"RNRI"
"2-4"	"dame"	"useless"	"NAdj"
"2-4"	"harahara"	"suspenseful"	"RI"
"2-4"	"gaku"	"dejected"	"NRI"
"2-4"	"shinnarishinnari"	"supple"	"RNRI"
"2-4"	"boroboro"	"worn out"	"RI"
"2-4"	"yurayura"	"wobbly"	"RI"
"2-4"	"maremare"	"rare"	"RNAdj"
"2-4"	"uki"	"happy"	"SRI"
"2-4"	"jimi"	"subdued"	"NAdj"
"2-4"	"tokutoku"	"beneficial"	"RNAdj"
"2-4"	"hiso"	"whispering"	"SRI"
"2-4"	"buru"	"shivering"	"SRI"
"2-4"	"potcharipotchari"	"plump"	"RNRI"
"2-4"	"kachinkachin"	"offended"	"RNRI"
"2-4"	"garagara"	"to change ocmpletely"	"RNRI"
"2-4"	"bisshiribisshiri"	"crowded"	"RNRI"
"2-4"	"hiku"	"agitated"	"SRI"
"2-4"	"shinnarishinnari"	"supple"	"RNRI"
"2-4"	"gochagocha"	"messy"	"RI"
"2-4"	"gaku"	"dejected"	"NRI"
"2-4"	"himahima"	"free"	"RNAdj"
"2-4"	"maremare"	"rare"	"RNAdj"
"2-4"	"zatsuzatsu"	"sloppy"	"RNAdj"
"2-4"	"zoku"	"vulgar"	"NAdj"
"2-4"	"yawayawa"	"fragile"	"RNAdj"
"2-4"	"pokapoka"	"gaping"	"RNRI"
"2-4"	"musu"	"sullen"	"NRI"
"2-4"	"murimuri"	"impossible"	"RNAdj"
"2-4"	"bassari"	"resolute"	"NRI"
"2-4"	"sekaseka"	"hasty"	"RI"
"2-4"	"dame"	"useless"	"NAdj"
"2-4"	"jimi"	"subdued"	"NAdj"
"2-4"	"harahara"	"suspenseful"	"RI"
"2-4"	"zuke"	"rude"	"SRI"
"2-4"	"kero"	"nonchalantly"	"NRI"
"2-4"	"nopperi"	"smooth"	"NRI"
"2-4"	"boroboro"	"worn out"	"RI"
"2-4"	"baka"	"stupid"	"NAdj"
"2-4"	"mushi"	"humid"	"SRI"
"2-4"	"tsuyatsuya"	"glossy"	"RI"
"2-4"	"yurayura"	"wobbly"	"RI"
"2-4"	"pata"	"sudden"	"NRI"
"2-4"	"koku"	"harsh"	"NAdj"
"2-4"	"mucha"	"rash"	"NAdj"
"2-4"	"tokutoku"	"beneficial"	"RNAdj"
"2-4"	"uki"	"happy"	"SRI"
