"Id"	"Word"	"TrueMeaning"	"WordType"	"TrialNum"
"451-10"	"damedame"	"useless"	"RNAdj"	1
"451-10"	"buru"	"shivering"	"SRI"	2
"451-10"	"zatsu"	"sloppy"	"NAdj"	3
"451-10"	"muri"	"impossible"	"NAdj"	4
"451-10"	"zokuzoku"	"vulgar"	"RNAdj"	5
"451-10"	"hisohiso"	"whispering"	"RI"	6
"451-10"	"yawayawa"	"fragile"	"RNAdj"	7
"451-10"	"harahara"	"suspenseful"	"RI"	8
"451-10"	"gussurigussuri"	"fast asleep"	"RNRI"	9
"451-10"	"gayagaya"	"noisy"	"RI"	10
"451-10"	"boroboro"	"worn out"	"RI"	11
"451-10"	"shinnari"	"supple"	"NRI"	12
"451-10"	"kero"	"nonchalantly"	"NRI"	13
"451-10"	"goso"	"whole"	"NRI"	14
"451-10"	"kabi"	"gaudy"	"NAdj"	15
"451-10"	"poka"	"gaping"	"NRI"	16
"451-10"	"garagara"	"to change ocmpletely"	"RNRI"	17
"451-10"	"koku"	"harsh"	"NAdj"	18
"451-10"	"bisshiribisshiri"	"crowded"	"RNRI"	19
"451-10"	"yura"	"wobbly"	"SRI"	20
"451-10"	"jimijimi"	"subdued"	"RNAdj"	21
"451-10"	"bera"	"chatty"	"SRI"	22
"451-10"	"potcharipotchari"	"plump"	"RNRI"	23
"451-10"	"moji"	"hesitant"	"SRI"	24
"451-10"	"koku"	"harsh"	"NAdj"	25
"451-10"	"zatsu"	"sloppy"	"NAdj"	26
"451-10"	"hisohiso"	"whispering"	"RI"	27
"451-10"	"garagara"	"to change ocmpletely"	"RNRI"	28
"451-10"	"zokuzoku"	"vulgar"	"RNAdj"	29
"451-10"	"muri"	"impossible"	"NAdj"	30
"451-10"	"gayagaya"	"noisy"	"RI"	31
"451-10"	"harahara"	"suspenseful"	"RI"	32
"451-10"	"yura"	"wobbly"	"SRI"	33
"451-10"	"moji"	"hesitant"	"SRI"	34
"451-10"	"kabi"	"gaudy"	"NAdj"	35
"451-10"	"poka"	"gaping"	"NRI"	36
"451-10"	"bera"	"chatty"	"SRI"	37
"451-10"	"buru"	"shivering"	"SRI"	38
"451-10"	"bisshiribisshiri"	"crowded"	"RNRI"	39
"451-10"	"kero"	"nonchalantly"	"NRI"	40
"451-10"	"boroboro"	"worn out"	"RI"	41
"451-10"	"goso"	"whole"	"NRI"	42
"451-10"	"jimijimi"	"subdued"	"RNAdj"	43
"451-10"	"yawayawa"	"fragile"	"RNAdj"	44
"451-10"	"damedame"	"useless"	"RNAdj"	45
"451-10"	"potcharipotchari"	"plump"	"RNRI"	46
"451-10"	"shinnari"	"supple"	"NRI"	47
"451-10"	"gussurigussuri"	"fast asleep"	"RNRI"	48
