"Id"	"Word"	"TrueMeaning"	"WordType"
"11-13"	"pishapisha"	"decisive"	"RNRI"
"11-13"	"rakuraku"	"comfortable"	"RNAdj"
"11-13"	"buku"	"chubby"	"SRI"
"11-13"	"hisohiso"	"whispering"	"RI"
"11-13"	"musumusu"	"sullen"	"RNRI"
"11-13"	"murimuri"	"impossible"	"RNAdj"
"11-13"	"yaboyabo"	"tasteless"	"RNAdj"
"11-13"	"pokapoka"	"gaping"	"RNRI"
"11-13"	"mushi"	"humid"	"SRI"
"11-13"	"kibi"	"energetic"	"SRI"
"11-13"	"toku"	"beneficial"	"NAdj"
"11-13"	"kukkiri"	"clear"	"NRI"
"11-13"	"nopperi"	"smooth"	"NRI"
"11-13"	"kokukoku"	"harsh"	"RNAdj"
"11-13"	"gayagaya"	"noisy"	"RI"
"11-13"	"jikkuri"	"careful"	"NRI"
"11-13"	"kachin"	"offended"	"NRI"
"11-13"	"fubi"	"deficient"	"NAdj"
"11-13"	"bisshiri"	"crowded"	"NRI"
"11-13"	"debudebu"	"fat"	"RI"
"11-13"	"jimi"	"subdued"	"NAdj"
"11-13"	"bera"	"chatty"	"SRI"
"11-13"	"kerokero"	"nonchalantly"	"RNRI"
"11-13"	"muku"	"pure"	"NAdj"
"11-13"	"damedame"	"useless"	"RNAdj"
"11-13"	"harahara"	"suspenseful"	"RI"
"11-13"	"zukezuke"	"rude"	"RI"
"11-13"	"zatsu"	"sloppy"	"NAdj"
"11-13"	"shinnarishinnari"	"supple"	"RNRI"
"11-13"	"gowa"	"stiff"	"SRI"
"11-13"	"pata"	"sudden"	"NRI"
"11-13"	"kakkirikakkiri"	"exact"	"RNRI"
"11-13"	"yurayura"	"wobbly"	"RI"
"11-13"	"uki"	"happy"	"SRI"
"11-13"	"muchamucha"	"rash"	"RNAdj"
"11-13"	"furi"	"disadvantaged"	"NAdj"
"11-13"	"pata"	"sudden"	"NRI"
"11-13"	"pishapisha"	"decisive"	"RNRI"
"11-13"	"kachin"	"offended"	"NRI"
"11-13"	"pokapoka"	"gaping"	"RNRI"
"11-13"	"shinnarishinnari"	"supple"	"RNRI"
"11-13"	"gowa"	"stiff"	"SRI"
"11-13"	"gayagaya"	"noisy"	"RI"
"11-13"	"kokukoku"	"harsh"	"RNAdj"
"11-13"	"murimuri"	"impossible"	"RNAdj"
"11-13"	"kakkirikakkiri"	"exact"	"RNRI"
"11-13"	"fubi"	"deficient"	"NAdj"
"11-13"	"furi"	"disadvantaged"	"NAdj"
"11-13"	"nopperi"	"smooth"	"NRI"
"11-13"	"muchamucha"	"rash"	"RNAdj"
"11-13"	"kerokero"	"nonchalantly"	"RNRI"
"11-13"	"zukezuke"	"rude"	"RI"
"11-13"	"mushi"	"humid"	"SRI"
"11-13"	"kukkiri"	"clear"	"NRI"
"11-13"	"buku"	"chubby"	"SRI"
"11-13"	"toku"	"beneficial"	"NAdj"
"11-13"	"yurayura"	"wobbly"	"RI"
"11-13"	"kibi"	"energetic"	"SRI"
"11-13"	"harahara"	"suspenseful"	"RI"
"11-13"	"bisshiri"	"crowded"	"NRI"
"11-13"	"musumusu"	"sullen"	"RNRI"
"11-13"	"jikkuri"	"careful"	"NRI"
"11-13"	"hisohiso"	"whispering"	"RI"
"11-13"	"bera"	"chatty"	"SRI"
"11-13"	"muku"	"pure"	"NAdj"
"11-13"	"yaboyabo"	"tasteless"	"RNAdj"
"11-13"	"zatsu"	"sloppy"	"NAdj"
"11-13"	"rakuraku"	"comfortable"	"RNAdj"
"11-13"	"jimi"	"subdued"	"NAdj"
"11-13"	"uki"	"happy"	"SRI"
"11-13"	"damedame"	"useless"	"RNAdj"
"11-13"	"debudebu"	"fat"	"RI"
