"Id"	"Word"	"TrueMeaning"	"WordType"
"20-4"	"mukumuku"	"pure"	"RNAdj"
"20-4"	"yawayawa"	"fragile"	"RNAdj"
"20-4"	"kibi"	"energetic"	"SRI"
"20-4"	"yura"	"wobbly"	"SRI"
"20-4"	"gosogoso"	"whole"	"RNRI"
"20-4"	"gayagaya"	"noisy"	"RI"
"20-4"	"toku"	"beneficial"	"NAdj"
"20-4"	"pata"	"sudden"	"NRI"
"20-4"	"hokahoka"	"steaming"	"RI"
"20-4"	"kakkiri"	"exact"	"NRI"
"20-4"	"nopperi"	"smooth"	"NRI"
"20-4"	"ukiuki"	"happy"	"RI"
"20-4"	"mushi"	"humid"	"SRI"
"20-4"	"hikuhiku"	"agitated"	"RI"
"20-4"	"gowagowa"	"stiff"	"RI"
"20-4"	"rakuraku"	"comfortable"	"RNAdj"
"20-4"	"gussurigussuri"	"fast asleep"	"RNRI"
"20-4"	"kukkirikukkiri"	"clear"	"RNRI"
"20-4"	"gashi"	"sturdy"	"NRI"
"20-4"	"berabera"	"chatty"	"RI"
"20-4"	"hiso"	"whispering"	"SRI"
"20-4"	"boro"	"worn out"	"SRI"
"20-4"	"poka"	"gaping"	"NRI"
"20-4"	"maremare"	"rare"	"RNAdj"
"20-4"	"murimuri"	"impossible"	"RNAdj"
"20-4"	"kabi"	"gaudy"	"NAdj"
"20-4"	"zokuzoku"	"vulgar"	"RNAdj"
"20-4"	"garagara"	"to change ocmpletely"	"RNRI"
"20-4"	"bisshiri"	"crowded"	"NRI"
"20-4"	"jimi"	"subdued"	"NAdj"
"20-4"	"zatsu"	"sloppy"	"NAdj"
"20-4"	"batchiribatchiri"	"perfect"	"RNRI"
"20-4"	"seka"	"hasty"	"SRI"
"20-4"	"musumusu"	"sullen"	"RNRI"
"20-4"	"kado"	"excessive"	"NAdj"
"20-4"	"yabo"	"tasteless"	"NAdj"
"20-4"	"rakuraku"	"comfortable"	"RNAdj"
"20-4"	"zokuzoku"	"vulgar"	"RNAdj"
"20-4"	"kabi"	"gaudy"	"NAdj"
"20-4"	"yabo"	"tasteless"	"NAdj"
"20-4"	"gashi"	"sturdy"	"NRI"
"20-4"	"gussurigussuri"	"fast asleep"	"RNRI"
"20-4"	"hiso"	"whispering"	"SRI"
"20-4"	"ukiuki"	"happy"	"RI"
"20-4"	"kukkirikukkiri"	"clear"	"RNRI"
"20-4"	"jimi"	"subdued"	"NAdj"
"20-4"	"hokahoka"	"steaming"	"RI"
"20-4"	"yura"	"wobbly"	"SRI"
"20-4"	"maremare"	"rare"	"RNAdj"
"20-4"	"mukumuku"	"pure"	"RNAdj"
"20-4"	"gowagowa"	"stiff"	"RI"
"20-4"	"kakkiri"	"exact"	"NRI"
"20-4"	"poka"	"gaping"	"NRI"
"20-4"	"mushi"	"humid"	"SRI"
"20-4"	"berabera"	"chatty"	"RI"
"20-4"	"gayagaya"	"noisy"	"RI"
"20-4"	"toku"	"beneficial"	"NAdj"
"20-4"	"garagara"	"to change ocmpletely"	"RNRI"
"20-4"	"nopperi"	"smooth"	"NRI"
"20-4"	"zatsu"	"sloppy"	"NAdj"
"20-4"	"musumusu"	"sullen"	"RNRI"
"20-4"	"batchiribatchiri"	"perfect"	"RNRI"
"20-4"	"murimuri"	"impossible"	"RNAdj"
"20-4"	"gosogoso"	"whole"	"RNRI"
"20-4"	"boro"	"worn out"	"SRI"
"20-4"	"kado"	"excessive"	"NAdj"
"20-4"	"yawayawa"	"fragile"	"RNAdj"
"20-4"	"hikuhiku"	"agitated"	"RI"
"20-4"	"seka"	"hasty"	"SRI"
"20-4"	"bisshiri"	"crowded"	"NRI"
"20-4"	"pata"	"sudden"	"NRI"
"20-4"	"kibi"	"energetic"	"SRI"
