"Id"	"Word"	"TrueMeaning"	"WordType"
"8-13"	"kibikibi"	"energetic"	"RI"
"8-13"	"rakuraku"	"comfortable"	"RNAdj"
"8-13"	"moji"	"hesitant"	"SRI"
"8-13"	"jimijimi"	"subdued"	"RNAdj"
"8-13"	"gaku"	"dejected"	"NRI"
"8-13"	"kiza"	"smug"	"NAdj"
"8-13"	"ukiuki"	"happy"	"RI"
"8-13"	"zokuzoku"	"vulgar"	"RNAdj"
"8-13"	"kukkiri"	"clear"	"NRI"
"8-13"	"gowa"	"stiff"	"SRI"
"8-13"	"dame"	"useless"	"NAdj"
"8-13"	"kakkiri"	"exact"	"NRI"
"8-13"	"buruburu"	"shivering"	"RI"
"8-13"	"tsuyatsuya"	"glossy"	"RI"
"8-13"	"zuke"	"rude"	"SRI"
"8-13"	"jikkurijikkuri"	"careful"	"RNRI"
"8-13"	"zatsu"	"sloppy"	"NAdj"
"8-13"	"pishapisha"	"decisive"	"RNRI"
"8-13"	"buku"	"chubby"	"SRI"
"8-13"	"batchiribatchiri"	"perfect"	"RNRI"
"8-13"	"hisohiso"	"whispering"	"RI"
"8-13"	"mukumuku"	"pure"	"RNAdj"
"8-13"	"hiku"	"agitated"	"SRI"
"8-13"	"musumusu"	"sullen"	"RNRI"
"8-13"	"seka"	"hasty"	"SRI"
"8-13"	"gussuri"	"fast asleep"	"NRI"
"8-13"	"yawa"	"fragile"	"NAdj"
"8-13"	"gochagocha"	"messy"	"RI"
"8-13"	"yabo"	"tasteless"	"NAdj"
"8-13"	"kabikabi"	"gaudy"	"RNAdj"
"8-13"	"nopperinopperi"	"smooth"	"RNRI"
"8-13"	"bassaribassari"	"resolute"	"RNRI"
"8-13"	"bakabaka"	"stupid"	"RNAdj"
"8-13"	"gara"	"to change ocmpletely"	"NRI"
"8-13"	"kero"	"nonchalantly"	"NRI"
"8-13"	"mare"	"rare"	"NAdj"
"8-13"	"gowa"	"stiff"	"SRI"
"8-13"	"bassaribassari"	"resolute"	"RNRI"
"8-13"	"kukkiri"	"clear"	"NRI"
"8-13"	"kabikabi"	"gaudy"	"RNAdj"
"8-13"	"mare"	"rare"	"NAdj"
"8-13"	"buku"	"chubby"	"SRI"
"8-13"	"zatsu"	"sloppy"	"NAdj"
"8-13"	"musumusu"	"sullen"	"RNRI"
"8-13"	"gochagocha"	"messy"	"RI"
"8-13"	"nopperinopperi"	"smooth"	"RNRI"
"8-13"	"dame"	"useless"	"NAdj"
"8-13"	"batchiribatchiri"	"perfect"	"RNRI"
"8-13"	"kibikibi"	"energetic"	"RI"
"8-13"	"hiku"	"agitated"	"SRI"
"8-13"	"jimijimi"	"subdued"	"RNAdj"
"8-13"	"kiza"	"smug"	"NAdj"
"8-13"	"bakabaka"	"stupid"	"RNAdj"
"8-13"	"moji"	"hesitant"	"SRI"
"8-13"	"ukiuki"	"happy"	"RI"
"8-13"	"gussuri"	"fast asleep"	"NRI"
"8-13"	"yawa"	"fragile"	"NAdj"
"8-13"	"yabo"	"tasteless"	"NAdj"
"8-13"	"kakkiri"	"exact"	"NRI"
"8-13"	"seka"	"hasty"	"SRI"
"8-13"	"mukumuku"	"pure"	"RNAdj"
"8-13"	"gaku"	"dejected"	"NRI"
"8-13"	"tsuyatsuya"	"glossy"	"RI"
"8-13"	"zokuzoku"	"vulgar"	"RNAdj"
"8-13"	"pishapisha"	"decisive"	"RNRI"
"8-13"	"zuke"	"rude"	"SRI"
"8-13"	"rakuraku"	"comfortable"	"RNAdj"
"8-13"	"kero"	"nonchalantly"	"NRI"
"8-13"	"hisohiso"	"whispering"	"RI"
"8-13"	"buruburu"	"shivering"	"RI"
"8-13"	"jikkurijikkuri"	"careful"	"RNRI"
"8-13"	"gara"	"to change ocmpletely"	"NRI"
