"Id"	"Word"	"TrueMeaning"	"WordType"	"TrialNum"
"6342-9"	"patapata"	"sudden"	"RNRI"	1
"6342-9"	"fubi"	"deficient"	"NAdj"	2
"6342-9"	"debudebu"	"fat"	"RI"	3
"6342-9"	"bera"	"chatty"	"SRI"	4
"6342-9"	"pishapisha"	"decisive"	"RNRI"	5
"6342-9"	"kokukoku"	"harsh"	"RNAdj"	6
"6342-9"	"jikkurijikkuri"	"careful"	"RNRI"	7
"6342-9"	"kiza"	"smug"	"NAdj"	8
"6342-9"	"buruburu"	"shivering"	"RI"	9
"6342-9"	"shinnari"	"supple"	"NRI"	10
"6342-9"	"gashigashi"	"sturdy"	"RNRI"	11
"6342-9"	"gara"	"to change ocmpletely"	"NRI"	12
"6342-9"	"kakkiri"	"exact"	"NRI"	13
"6342-9"	"yabo"	"tasteless"	"NAdj"	14
"6342-9"	"maremare"	"rare"	"RNAdj"	15
"6342-9"	"harahara"	"suspenseful"	"RI"	16
"6342-9"	"muchamucha"	"rash"	"RNAdj"	17
"6342-9"	"zukezuke"	"rude"	"RI"	18
"6342-9"	"gowa"	"stiff"	"SRI"	19
"6342-9"	"uki"	"happy"	"SRI"	20
"6342-9"	"kado"	"excessive"	"NAdj"	21
"6342-9"	"hiku"	"agitated"	"SRI"	22
"6342-9"	"potchari"	"plump"	"NRI"	23
"6342-9"	"zokuzoku"	"vulgar"	"RNAdj"	24
"6342-9"	"gara"	"to change ocmpletely"	"NRI"	25
"6342-9"	"jikkurijikkuri"	"careful"	"RNRI"	26
"6342-9"	"muchamucha"	"rash"	"RNAdj"	27
"6342-9"	"bera"	"chatty"	"SRI"	28
"6342-9"	"gashigashi"	"sturdy"	"RNRI"	29
"6342-9"	"harahara"	"suspenseful"	"RI"	30
"6342-9"	"zukezuke"	"rude"	"RI"	31
"6342-9"	"debudebu"	"fat"	"RI"	32
"6342-9"	"potchari"	"plump"	"NRI"	33
"6342-9"	"kado"	"excessive"	"NAdj"	34
"6342-9"	"kiza"	"smug"	"NAdj"	35
"6342-9"	"fubi"	"deficient"	"NAdj"	36
"6342-9"	"zokuzoku"	"vulgar"	"RNAdj"	37
"6342-9"	"kakkiri"	"exact"	"NRI"	38
"6342-9"	"yabo"	"tasteless"	"NAdj"	39
"6342-9"	"shinnari"	"supple"	"NRI"	40
"6342-9"	"gowa"	"stiff"	"SRI"	41
"6342-9"	"buruburu"	"shivering"	"RI"	42
"6342-9"	"hiku"	"agitated"	"SRI"	43
"6342-9"	"pishapisha"	"decisive"	"RNRI"	44
"6342-9"	"uki"	"happy"	"SRI"	45
"6342-9"	"maremare"	"rare"	"RNAdj"	46
"6342-9"	"kokukoku"	"harsh"	"RNAdj"	47
"6342-9"	"patapata"	"sudden"	"RNRI"	48
