"Id"	"Word"	"TrueMeaning"	"WordType"	"TrialNum"
"9888-4"	"gussurigussuri"	"fast asleep"	"RNRI"	1
"9888-4"	"muri"	"impossible"	"NAdj"	2
"9888-4"	"goso"	"whole"	"NRI"	3
"9888-4"	"batchiri"	"perfect"	"NRI"	4
"9888-4"	"boro"	"worn out"	"SRI"	5
"9888-4"	"rakuraku"	"comfortable"	"RNAdj"	6
"9888-4"	"kibikibi"	"energetic"	"RI"	7
"9888-4"	"muku"	"pure"	"NAdj"	8
"9888-4"	"hisohiso"	"whispering"	"RI"	9
"9888-4"	"kero"	"nonchalantly"	"NRI"	10
"9888-4"	"buru"	"shivering"	"SRI"	11
"9888-4"	"zokuzoku"	"vulgar"	"RNAdj"	12
"9888-4"	"hokahoka"	"steaming"	"RI"	13
"9888-4"	"garagara"	"to change ocmpletely"	"RNRI"	14
"9888-4"	"jimijimi"	"subdued"	"RNAdj"	15
"9888-4"	"ukiuki"	"happy"	"RI"	16
"9888-4"	"gaku"	"dejected"	"NRI"	17
"9888-4"	"zatsuzatsu"	"sloppy"	"RNAdj"	18
"9888-4"	"kadokado"	"excessive"	"RNAdj"	19
"9888-4"	"pishapisha"	"decisive"	"RNRI"	20
"9888-4"	"gowagowa"	"stiff"	"RI"	21
"9888-4"	"hiku"	"agitated"	"SRI"	22
"9888-4"	"shinnari"	"supple"	"NRI"	23
"9888-4"	"yura"	"wobbly"	"SRI"	24
"9888-4"	"moji"	"hesitant"	"SRI"	25
"9888-4"	"furifuri"	"disadvantaged"	"RNAdj"	26
"9888-4"	"bisshiribisshiri"	"crowded"	"RNRI"	27
"9888-4"	"hima"	"free"	"NAdj"	28
"9888-4"	"harahara"	"suspenseful"	"RI"	29
"9888-4"	"baka"	"stupid"	"NAdj"	30
"9888-4"	"toku"	"beneficial"	"NAdj"	31
"9888-4"	"bera"	"chatty"	"SRI"	32
"9888-4"	"potchari"	"plump"	"NRI"	33
"9888-4"	"pokapoka"	"gaping"	"RNRI"	34
"9888-4"	"yabo"	"tasteless"	"NAdj"	35
"9888-4"	"kakkirikakkiri"	"exact"	"RNRI"	36
"9888-4"	"boro"	"worn out"	"SRI"	37
"9888-4"	"kadokado"	"excessive"	"RNAdj"	38
"9888-4"	"bisshiribisshiri"	"crowded"	"RNRI"	39
"9888-4"	"baka"	"stupid"	"NAdj"	40
"9888-4"	"yura"	"wobbly"	"SRI"	41
"9888-4"	"kakkirikakkiri"	"exact"	"RNRI"	42
"9888-4"	"zatsuzatsu"	"sloppy"	"RNAdj"	43
"9888-4"	"zokuzoku"	"vulgar"	"RNAdj"	44
"9888-4"	"hisohiso"	"whispering"	"RI"	45
"9888-4"	"goso"	"whole"	"NRI"	46
"9888-4"	"potchari"	"plump"	"NRI"	47
"9888-4"	"rakuraku"	"comfortable"	"RNAdj"	48
"9888-4"	"batchiri"	"perfect"	"NRI"	49
"9888-4"	"hokahoka"	"steaming"	"RI"	50
"9888-4"	"hiku"	"agitated"	"SRI"	51
"9888-4"	"hima"	"free"	"NAdj"	52
"9888-4"	"moji"	"hesitant"	"SRI"	53
"9888-4"	"bera"	"chatty"	"SRI"	54
"9888-4"	"ukiuki"	"happy"	"RI"	55
"9888-4"	"gaku"	"dejected"	"NRI"	56
"9888-4"	"gowagowa"	"stiff"	"RI"	57
"9888-4"	"garagara"	"to change ocmpletely"	"RNRI"	58
"9888-4"	"buru"	"shivering"	"SRI"	59
"9888-4"	"kibikibi"	"energetic"	"RI"	60
"9888-4"	"pishapisha"	"decisive"	"RNRI"	61
"9888-4"	"yabo"	"tasteless"	"NAdj"	62
"9888-4"	"muku"	"pure"	"NAdj"	63
"9888-4"	"gussurigussuri"	"fast asleep"	"RNRI"	64
"9888-4"	"jimijimi"	"subdued"	"RNAdj"	65
"9888-4"	"toku"	"beneficial"	"NAdj"	66
"9888-4"	"furifuri"	"disadvantaged"	"RNAdj"	67
"9888-4"	"muri"	"impossible"	"NAdj"	68
"9888-4"	"kero"	"nonchalantly"	"NRI"	69
"9888-4"	"pokapoka"	"gaping"	"RNRI"	70
"9888-4"	"shinnari"	"supple"	"NRI"	71
"9888-4"	"harahara"	"suspenseful"	"RI"	72
