"Id"	"Word"	"TrueMeaning"	"WordType"	"TrialNum"
"446-2"	"musu"	"sullen"	"NRI"	1
"446-2"	"hima"	"free"	"NAdj"	2
"446-2"	"fubifubi"	"deficient"	"RNAdj"	3
"446-2"	"pata"	"sudden"	"NRI"	4
"446-2"	"buru"	"shivering"	"SRI"	5
"446-2"	"bera"	"chatty"	"SRI"	6
"446-2"	"hiso"	"whispering"	"SRI"	7
"446-2"	"kabi"	"gaudy"	"NAdj"	8
"446-2"	"baka"	"stupid"	"NAdj"	9
"446-2"	"muchamucha"	"rash"	"RNAdj"	10
"446-2"	"pisha"	"decisive"	"NRI"	11
"446-2"	"gochagocha"	"messy"	"RI"	12
"446-2"	"hokahoka"	"steaming"	"RI"	13
"446-2"	"kizakiza"	"smug"	"RNAdj"	14
"446-2"	"gakugaku"	"dejected"	"RNRI"	15
"446-2"	"kerokero"	"nonchalantly"	"RNRI"	16
"446-2"	"yaboyabo"	"tasteless"	"RNAdj"	17
"446-2"	"kachinkachin"	"offended"	"RNRI"	18
"446-2"	"gaya"	"noisy"	"SRI"	19
"446-2"	"kukkirikukkiri"	"clear"	"RNRI"	20
"446-2"	"rakuraku"	"comfortable"	"RNAdj"	21
"446-2"	"gussuri"	"fast asleep"	"NRI"	22
"446-2"	"furifuri"	"disadvantaged"	"RNAdj"	23
"446-2"	"zoku"	"vulgar"	"NAdj"	24
"446-2"	"kado"	"excessive"	"NAdj"	25
"446-2"	"zukezuke"	"rude"	"RI"	26
"446-2"	"yurayura"	"wobbly"	"RI"	27
"446-2"	"batchiri"	"perfect"	"NRI"	28
"446-2"	"gowa"	"stiff"	"SRI"	29
"446-2"	"debudebu"	"fat"	"RI"	30
"446-2"	"mojimoji"	"hesitant"	"RI"	31
"446-2"	"shinnarishinnari"	"supple"	"RNRI"	32
"446-2"	"hara"	"suspenseful"	"SRI"	33
"446-2"	"gashigashi"	"sturdy"	"RNRI"	34
"446-2"	"goso"	"whole"	"NRI"	35
"446-2"	"dame"	"useless"	"NAdj"	36
"446-2"	"goso"	"whole"	"NRI"	37
"446-2"	"hokahoka"	"steaming"	"RI"	38
"446-2"	"kachinkachin"	"offended"	"RNRI"	39
"446-2"	"musu"	"sullen"	"NRI"	40
"446-2"	"gaya"	"noisy"	"SRI"	41
"446-2"	"bera"	"chatty"	"SRI"	42
"446-2"	"pisha"	"decisive"	"NRI"	43
"446-2"	"fubifubi"	"deficient"	"RNAdj"	44
"446-2"	"yurayura"	"wobbly"	"RI"	45
"446-2"	"zoku"	"vulgar"	"NAdj"	46
"446-2"	"baka"	"stupid"	"NAdj"	47
"446-2"	"gowa"	"stiff"	"SRI"	48
"446-2"	"furifuri"	"disadvantaged"	"RNAdj"	49
"446-2"	"gussuri"	"fast asleep"	"NRI"	50
"446-2"	"gashigashi"	"sturdy"	"RNRI"	51
"446-2"	"muchamucha"	"rash"	"RNAdj"	52
"446-2"	"rakuraku"	"comfortable"	"RNAdj"	53
"446-2"	"kizakiza"	"smug"	"RNAdj"	54
"446-2"	"batchiri"	"perfect"	"NRI"	55
"446-2"	"kado"	"excessive"	"NAdj"	56
"446-2"	"hara"	"suspenseful"	"SRI"	57
"446-2"	"hiso"	"whispering"	"SRI"	58
"446-2"	"kerokero"	"nonchalantly"	"RNRI"	59
"446-2"	"hima"	"free"	"NAdj"	60
"446-2"	"kukkirikukkiri"	"clear"	"RNRI"	61
"446-2"	"gakugaku"	"dejected"	"RNRI"	62
"446-2"	"zukezuke"	"rude"	"RI"	63
"446-2"	"shinnarishinnari"	"supple"	"RNRI"	64
"446-2"	"kabi"	"gaudy"	"NAdj"	65
"446-2"	"mojimoji"	"hesitant"	"RI"	66
"446-2"	"dame"	"useless"	"NAdj"	67
"446-2"	"yaboyabo"	"tasteless"	"RNAdj"	68
"446-2"	"pata"	"sudden"	"NRI"	69
"446-2"	"debudebu"	"fat"	"RI"	70
"446-2"	"buru"	"shivering"	"SRI"	71
"446-2"	"gochagocha"	"messy"	"RI"	72
