"Id"	"Word"	"TrueMeaning"	"WordType"	"TrialNum"
"5459-2"	"moji"	"hesitant"	"SRI"	1
"5459-2"	"pisha"	"decisive"	"NRI"	2
"5459-2"	"yurayura"	"wobbly"	"RI"	3
"5459-2"	"himahima"	"free"	"RNAdj"	4
"5459-2"	"potchari"	"plump"	"NRI"	5
"5459-2"	"nopperi"	"smooth"	"NRI"	6
"5459-2"	"zatsu"	"sloppy"	"NAdj"	7
"5459-2"	"bisshiri"	"crowded"	"NRI"	8
"5459-2"	"musumusu"	"sullen"	"RNRI"	9
"5459-2"	"kado"	"excessive"	"NAdj"	10
"5459-2"	"batchiribatchiri"	"perfect"	"RNRI"	11
"5459-2"	"tokutoku"	"beneficial"	"RNAdj"	12
"5459-2"	"kerokero"	"nonchalantly"	"RNRI"	13
"5459-2"	"yawa"	"fragile"	"NAdj"	14
"5459-2"	"gowagowa"	"stiff"	"RI"	15
"5459-2"	"yaboyabo"	"tasteless"	"RNAdj"	16
"5459-2"	"ukiuki"	"happy"	"RI"	17
"5459-2"	"gashigashi"	"sturdy"	"RNRI"	18
"5459-2"	"hiku"	"agitated"	"SRI"	19
"5459-2"	"kibikibi"	"energetic"	"RI"	20
"5459-2"	"kabikabi"	"gaudy"	"RNAdj"	21
"5459-2"	"jimi"	"subdued"	"NAdj"	22
"5459-2"	"damedame"	"useless"	"RNAdj"	23
"5459-2"	"zuke"	"rude"	"SRI"	24
"5459-2"	"gussurigussuri"	"fast asleep"	"RNRI"	25
"5459-2"	"gaya"	"noisy"	"SRI"	26
"5459-2"	"seka"	"hasty"	"SRI"	27
"5459-2"	"muri"	"impossible"	"NAdj"	28
"5459-2"	"berabera"	"chatty"	"RI"	29
"5459-2"	"gaku"	"dejected"	"NRI"	30
"5459-2"	"hisohiso"	"whispering"	"RI"	31
"5459-2"	"bakabaka"	"stupid"	"RNAdj"	32
"5459-2"	"tsuya"	"glossy"	"SRI"	33
"5459-2"	"mucha"	"rash"	"NAdj"	34
"5459-2"	"pata"	"sudden"	"NRI"	35
"5459-2"	"kakkirikakkiri"	"exact"	"RNRI"	36
"5459-2"	"gaya"	"noisy"	"SRI"	37
"5459-2"	"hiku"	"agitated"	"SRI"	38
"5459-2"	"nopperi"	"smooth"	"NRI"	39
"5459-2"	"yawa"	"fragile"	"NAdj"	40
"5459-2"	"zatsu"	"sloppy"	"NAdj"	41
"5459-2"	"jimi"	"subdued"	"NAdj"	42
"5459-2"	"muri"	"impossible"	"NAdj"	43
"5459-2"	"tokutoku"	"beneficial"	"RNAdj"	44
"5459-2"	"gowagowa"	"stiff"	"RI"	45
"5459-2"	"bakabaka"	"stupid"	"RNAdj"	46
"5459-2"	"bisshiri"	"crowded"	"NRI"	47
"5459-2"	"pata"	"sudden"	"NRI"	48
"5459-2"	"himahima"	"free"	"RNAdj"	49
"5459-2"	"mucha"	"rash"	"NAdj"	50
"5459-2"	"batchiribatchiri"	"perfect"	"RNRI"	51
"5459-2"	"gashigashi"	"sturdy"	"RNRI"	52
"5459-2"	"zuke"	"rude"	"SRI"	53
"5459-2"	"kerokero"	"nonchalantly"	"RNRI"	54
"5459-2"	"moji"	"hesitant"	"SRI"	55
"5459-2"	"gussurigussuri"	"fast asleep"	"RNRI"	56
"5459-2"	"kakkirikakkiri"	"exact"	"RNRI"	57
"5459-2"	"kado"	"excessive"	"NAdj"	58
"5459-2"	"ukiuki"	"happy"	"RI"	59
"5459-2"	"potchari"	"plump"	"NRI"	60
"5459-2"	"kabikabi"	"gaudy"	"RNAdj"	61
"5459-2"	"pisha"	"decisive"	"NRI"	62
"5459-2"	"hisohiso"	"whispering"	"RI"	63
"5459-2"	"yaboyabo"	"tasteless"	"RNAdj"	64
"5459-2"	"seka"	"hasty"	"SRI"	65
"5459-2"	"tsuya"	"glossy"	"SRI"	66
"5459-2"	"berabera"	"chatty"	"RI"	67
"5459-2"	"musumusu"	"sullen"	"RNRI"	68
"5459-2"	"damedame"	"useless"	"RNAdj"	69
"5459-2"	"gaku"	"dejected"	"NRI"	70
"5459-2"	"yurayura"	"wobbly"	"RI"	71
"5459-2"	"kibikibi"	"energetic"	"RI"	72
