"Id"	"Word"	"TrueMeaning"	"WordType"
"5-9"	"gashi"	"sturdy"	"NRI"
"5-9"	"shinnarishinnari"	"supple"	"RNRI"
"5-9"	"pokapoka"	"gaping"	"RNRI"
"5-9"	"jikkurijikkuri"	"careful"	"RNRI"
"5-9"	"toku"	"beneficial"	"NAdj"
"5-9"	"zokuzoku"	"vulgar"	"RNAdj"
"5-9"	"boroboro"	"worn out"	"RI"
"5-9"	"buku"	"chubby"	"SRI"
"5-9"	"mushi"	"humid"	"SRI"
"5-9"	"gosogoso"	"whole"	"RNRI"
"5-9"	"damedame"	"useless"	"RNAdj"
"5-9"	"moji"	"hesitant"	"SRI"
"5-9"	"zatsuzatsu"	"sloppy"	"RNAdj"
"5-9"	"koku"	"harsh"	"NAdj"
"5-9"	"tsuya"	"glossy"	"SRI"
"5-9"	"gaya"	"noisy"	"SRI"
"5-9"	"kakkiri"	"exact"	"NRI"
"5-9"	"fubi"	"deficient"	"NAdj"
"5-9"	"berabera"	"chatty"	"RI"
"5-9"	"kado"	"excessive"	"NAdj"
"5-9"	"gochagocha"	"messy"	"RI"
"5-9"	"harahara"	"suspenseful"	"RI"
"5-9"	"furi"	"disadvantaged"	"NAdj"
"5-9"	"kabikabi"	"gaudy"	"RNAdj"
"5-9"	"kukkirikukkiri"	"clear"	"RNRI"
"5-9"	"yaboyabo"	"tasteless"	"RNAdj"
"5-9"	"muku"	"pure"	"NAdj"
"5-9"	"gussurigussuri"	"fast asleep"	"RNRI"
"5-9"	"potchari"	"plump"	"NRI"
"5-9"	"sekaseka"	"hasty"	"RI"
"5-9"	"gaku"	"dejected"	"NRI"
"5-9"	"kachin"	"offended"	"NRI"
"5-9"	"kibi"	"energetic"	"SRI"
"5-9"	"gara"	"to change ocmpletely"	"NRI"
"5-9"	"ukiuki"	"happy"	"RI"
"5-9"	"kizakiza"	"smug"	"RNAdj"
"5-9"	"furi"	"disadvantaged"	"NAdj"
"5-9"	"potchari"	"plump"	"NRI"
"5-9"	"kabikabi"	"gaudy"	"RNAdj"
"5-9"	"kizakiza"	"smug"	"RNAdj"
"5-9"	"kibi"	"energetic"	"SRI"
"5-9"	"yaboyabo"	"tasteless"	"RNAdj"
"5-9"	"zokuzoku"	"vulgar"	"RNAdj"
"5-9"	"kado"	"excessive"	"NAdj"
"5-9"	"mushi"	"humid"	"SRI"
"5-9"	"kakkiri"	"exact"	"NRI"
"5-9"	"kachin"	"offended"	"NRI"
"5-9"	"buku"	"chubby"	"SRI"
"5-9"	"fubi"	"deficient"	"NAdj"
"5-9"	"gosogoso"	"whole"	"RNRI"
"5-9"	"toku"	"beneficial"	"NAdj"
"5-9"	"pokapoka"	"gaping"	"RNRI"
"5-9"	"shinnarishinnari"	"supple"	"RNRI"
"5-9"	"damedame"	"useless"	"RNAdj"
"5-9"	"ukiuki"	"happy"	"RI"
"5-9"	"gaku"	"dejected"	"NRI"
"5-9"	"koku"	"harsh"	"NAdj"
"5-9"	"gochagocha"	"messy"	"RI"
"5-9"	"berabera"	"chatty"	"RI"
"5-9"	"boroboro"	"worn out"	"RI"
"5-9"	"sekaseka"	"hasty"	"RI"
"5-9"	"gaya"	"noisy"	"SRI"
"5-9"	"gussurigussuri"	"fast asleep"	"RNRI"
"5-9"	"jikkurijikkuri"	"careful"	"RNRI"
"5-9"	"muku"	"pure"	"NAdj"
"5-9"	"tsuya"	"glossy"	"SRI"
"5-9"	"moji"	"hesitant"	"SRI"
"5-9"	"harahara"	"suspenseful"	"RI"
"5-9"	"gara"	"to change ocmpletely"	"NRI"
"5-9"	"kukkirikukkiri"	"clear"	"RNRI"
"5-9"	"gashi"	"sturdy"	"NRI"
"5-9"	"zatsuzatsu"	"sloppy"	"RNAdj"
