"Id"	"Word"	"TrueMeaning"	"WordType"
"20-12"	"kibi"	"energetic"	"SRI"
"20-12"	"hiso"	"whispering"	"SRI"
"20-12"	"berabera"	"chatty"	"RI"
"20-12"	"kabi"	"gaudy"	"NAdj"
"20-12"	"batchiribatchiri"	"perfect"	"RNRI"
"20-12"	"rakuraku"	"comfortable"	"RNAdj"
"20-12"	"kakkiri"	"exact"	"NRI"
"20-12"	"hokahoka"	"steaming"	"RI"
"20-12"	"jimi"	"subdued"	"NAdj"
"20-12"	"kado"	"excessive"	"NAdj"
"20-12"	"mushi"	"humid"	"SRI"
"20-12"	"hikuhiku"	"agitated"	"RI"
"20-12"	"ukiuki"	"happy"	"RI"
"20-12"	"gashi"	"sturdy"	"NRI"
"20-12"	"pata"	"sudden"	"NRI"
"20-12"	"boro"	"worn out"	"SRI"
"20-12"	"toku"	"beneficial"	"NAdj"
"20-12"	"seka"	"hasty"	"SRI"
"20-12"	"kukkirikukkiri"	"clear"	"RNRI"
"20-12"	"poka"	"gaping"	"NRI"
"20-12"	"mukumuku"	"pure"	"RNAdj"
"20-12"	"gussurigussuri"	"fast asleep"	"RNRI"
"20-12"	"murimuri"	"impossible"	"RNAdj"
"20-12"	"garagara"	"to change ocmpletely"	"RNRI"
"20-12"	"musumusu"	"sullen"	"RNRI"
"20-12"	"maremare"	"rare"	"RNAdj"
"20-12"	"zokuzoku"	"vulgar"	"RNAdj"
"20-12"	"nopperi"	"smooth"	"NRI"
"20-12"	"gayagaya"	"noisy"	"RI"
"20-12"	"yabo"	"tasteless"	"NAdj"
"20-12"	"gosogoso"	"whole"	"RNRI"
"20-12"	"bisshiri"	"crowded"	"NRI"
"20-12"	"zatsu"	"sloppy"	"NAdj"
"20-12"	"yura"	"wobbly"	"SRI"
"20-12"	"gowagowa"	"stiff"	"RI"
"20-12"	"yawayawa"	"fragile"	"RNAdj"
"20-12"	"batchiribatchiri"	"perfect"	"RNRI"
"20-12"	"rakuraku"	"comfortable"	"RNAdj"
"20-12"	"seka"	"hasty"	"SRI"
"20-12"	"gussurigussuri"	"fast asleep"	"RNRI"
"20-12"	"musumusu"	"sullen"	"RNRI"
"20-12"	"hiso"	"whispering"	"SRI"
"20-12"	"gayagaya"	"noisy"	"RI"
"20-12"	"kukkirikukkiri"	"clear"	"RNRI"
"20-12"	"gowagowa"	"stiff"	"RI"
"20-12"	"kado"	"excessive"	"NAdj"
"20-12"	"ukiuki"	"happy"	"RI"
"20-12"	"mushi"	"humid"	"SRI"
"20-12"	"zatsu"	"sloppy"	"NAdj"
"20-12"	"mukumuku"	"pure"	"RNAdj"
"20-12"	"jimi"	"subdued"	"NAdj"
"20-12"	"gashi"	"sturdy"	"NRI"
"20-12"	"maremare"	"rare"	"RNAdj"
"20-12"	"boro"	"worn out"	"SRI"
"20-12"	"yura"	"wobbly"	"SRI"
"20-12"	"gosogoso"	"whole"	"RNRI"
"20-12"	"kibi"	"energetic"	"SRI"
"20-12"	"hokahoka"	"steaming"	"RI"
"20-12"	"pata"	"sudden"	"NRI"
"20-12"	"garagara"	"to change ocmpletely"	"RNRI"
"20-12"	"murimuri"	"impossible"	"RNAdj"
"20-12"	"bisshiri"	"crowded"	"NRI"
"20-12"	"yabo"	"tasteless"	"NAdj"
"20-12"	"kabi"	"gaudy"	"NAdj"
"20-12"	"hikuhiku"	"agitated"	"RI"
"20-12"	"kakkiri"	"exact"	"NRI"
"20-12"	"berabera"	"chatty"	"RI"
"20-12"	"yawayawa"	"fragile"	"RNAdj"
"20-12"	"toku"	"beneficial"	"NAdj"
"20-12"	"poka"	"gaping"	"NRI"
"20-12"	"zokuzoku"	"vulgar"	"RNAdj"
"20-12"	"nopperi"	"smooth"	"NRI"
