"Id"	"Word"	"TrueMeaning"	"WordType"
"21-5"	"baka"	"stupid"	"NAdj"
"21-5"	"gosogoso"	"whole"	"RNRI"
"21-5"	"fubi"	"deficient"	"NAdj"
"21-5"	"gaya"	"noisy"	"SRI"
"21-5"	"seka"	"hasty"	"SRI"
"21-5"	"gussuri"	"fast asleep"	"NRI"
"21-5"	"musumusu"	"sullen"	"RNRI"
"21-5"	"nopperinopperi"	"smooth"	"RNRI"
"21-5"	"kibikibi"	"energetic"	"RI"
"21-5"	"kabikabi"	"gaudy"	"RNAdj"
"21-5"	"kukkiri"	"clear"	"NRI"
"21-5"	"yawayawa"	"fragile"	"RNAdj"
"21-5"	"buruburu"	"shivering"	"RI"
"21-5"	"harahara"	"suspenseful"	"RI"
"21-5"	"tsuyatsuya"	"glossy"	"RI"
"21-5"	"jikkuri"	"careful"	"NRI"
"21-5"	"hisohiso"	"whispering"	"RI"
"21-5"	"furifuri"	"disadvantaged"	"RNAdj"
"21-5"	"zoku"	"vulgar"	"NAdj"
"21-5"	"zatsuzatsu"	"sloppy"	"RNAdj"
"21-5"	"gowa"	"stiff"	"SRI"
"21-5"	"kachin"	"offended"	"NRI"
"21-5"	"raku"	"comfortable"	"NAdj"
"21-5"	"shinnarishinnari"	"supple"	"RNRI"
"21-5"	"potcharipotchari"	"plump"	"RNRI"
"21-5"	"mare"	"rare"	"NAdj"
"21-5"	"yura"	"wobbly"	"SRI"
"21-5"	"poka"	"gaping"	"NRI"
"21-5"	"buku"	"chubby"	"SRI"
"21-5"	"damedame"	"useless"	"RNAdj"
"21-5"	"bera"	"chatty"	"SRI"
"21-5"	"boroboro"	"worn out"	"RI"
"21-5"	"pishapisha"	"decisive"	"RNRI"
"21-5"	"bisshiri"	"crowded"	"NRI"
"21-5"	"muri"	"impossible"	"NAdj"
"21-5"	"muchamucha"	"rash"	"RNAdj"
"21-5"	"yawayawa"	"fragile"	"RNAdj"
"21-5"	"muchamucha"	"rash"	"RNAdj"
"21-5"	"shinnarishinnari"	"supple"	"RNRI"
"21-5"	"zoku"	"vulgar"	"NAdj"
"21-5"	"hisohiso"	"whispering"	"RI"
"21-5"	"pishapisha"	"decisive"	"RNRI"
"21-5"	"bera"	"chatty"	"SRI"
"21-5"	"buku"	"chubby"	"SRI"
"21-5"	"zatsuzatsu"	"sloppy"	"RNAdj"
"21-5"	"seka"	"hasty"	"SRI"
"21-5"	"mare"	"rare"	"NAdj"
"21-5"	"boroboro"	"worn out"	"RI"
"21-5"	"fubi"	"deficient"	"NAdj"
"21-5"	"kachin"	"offended"	"NRI"
"21-5"	"gosogoso"	"whole"	"RNRI"
"21-5"	"kukkiri"	"clear"	"NRI"
"21-5"	"potcharipotchari"	"plump"	"RNRI"
"21-5"	"gowa"	"stiff"	"SRI"
"21-5"	"damedame"	"useless"	"RNAdj"
"21-5"	"muri"	"impossible"	"NAdj"
"21-5"	"bisshiri"	"crowded"	"NRI"
"21-5"	"kabikabi"	"gaudy"	"RNAdj"
"21-5"	"poka"	"gaping"	"NRI"
"21-5"	"gaya"	"noisy"	"SRI"
"21-5"	"musumusu"	"sullen"	"RNRI"
"21-5"	"harahara"	"suspenseful"	"RI"
"21-5"	"baka"	"stupid"	"NAdj"
"21-5"	"jikkuri"	"careful"	"NRI"
"21-5"	"buruburu"	"shivering"	"RI"
"21-5"	"yura"	"wobbly"	"SRI"
"21-5"	"kibikibi"	"energetic"	"RI"
"21-5"	"tsuyatsuya"	"glossy"	"RI"
"21-5"	"furifuri"	"disadvantaged"	"RNAdj"
"21-5"	"gussuri"	"fast asleep"	"NRI"
"21-5"	"nopperinopperi"	"smooth"	"RNRI"
"21-5"	"raku"	"comfortable"	"NAdj"
