"Id"	"Word"	"TrueMeaning"	"WordType"
"1-17"	"seka"	"hasty"	"SRI"
"1-17"	"bassaribassari"	"resolute"	"RNRI"
"1-17"	"musu"	"sullen"	"NRI"
"1-17"	"buku"	"chubby"	"SRI"
"1-17"	"nopperi"	"smooth"	"NRI"
"1-17"	"mukumuku"	"pure"	"RNAdj"
"1-17"	"pokapoka"	"gaping"	"RNRI"
"1-17"	"kakkiri"	"exact"	"NRI"
"1-17"	"pata"	"sudden"	"NRI"
"1-17"	"moji"	"hesitant"	"SRI"
"1-17"	"zuke"	"rude"	"SRI"
"1-17"	"kibi"	"energetic"	"SRI"
"1-17"	"bisshiri"	"crowded"	"NRI"
"1-17"	"batchiribatchiri"	"perfect"	"RNRI"
"1-17"	"gara"	"to change ocmpletely"	"NRI"
"1-17"	"debudebu"	"fat"	"RI"
"1-17"	"tsuyatsuya"	"glossy"	"RI"
"1-17"	"hokahoka"	"steaming"	"RI"
"1-17"	"furifuri"	"disadvantaged"	"RNAdj"
"1-17"	"fubifubi"	"deficient"	"RNAdj"
"1-17"	"kabi"	"gaudy"	"NAdj"
"1-17"	"potcharipotchari"	"plump"	"RNRI"
"1-17"	"maremare"	"rare"	"RNAdj"
"1-17"	"ukiuki"	"happy"	"RI"
"1-17"	"yura"	"wobbly"	"SRI"
"1-17"	"buruburu"	"shivering"	"RI"
"1-17"	"muri"	"impossible"	"NAdj"
"1-17"	"zoku"	"vulgar"	"NAdj"
"1-17"	"jimijimi"	"subdued"	"RNAdj"
"1-17"	"kiza"	"smug"	"NAdj"
"1-17"	"zatsu"	"sloppy"	"NAdj"
"1-17"	"kado"	"excessive"	"NAdj"
"1-17"	"jikkurijikkuri"	"careful"	"RNRI"
"1-17"	"kokukoku"	"harsh"	"RNAdj"
"1-17"	"kerokero"	"nonchalantly"	"RNRI"
"1-17"	"gowagowa"	"stiff"	"RI"
"1-17"	"bassaribassari"	"resolute"	"RNRI"
"1-17"	"kakkiri"	"exact"	"NRI"
"1-17"	"batchiribatchiri"	"perfect"	"RNRI"
"1-17"	"zuke"	"rude"	"SRI"
"1-17"	"kibi"	"energetic"	"SRI"
"1-17"	"maremare"	"rare"	"RNAdj"
"1-17"	"kado"	"excessive"	"NAdj"
"1-17"	"muri"	"impossible"	"NAdj"
"1-17"	"moji"	"hesitant"	"SRI"
"1-17"	"ukiuki"	"happy"	"RI"
"1-17"	"tsuyatsuya"	"glossy"	"RI"
"1-17"	"buku"	"chubby"	"SRI"
"1-17"	"mukumuku"	"pure"	"RNAdj"
"1-17"	"fubifubi"	"deficient"	"RNAdj"
"1-17"	"potcharipotchari"	"plump"	"RNRI"
"1-17"	"nopperi"	"smooth"	"NRI"
"1-17"	"kokukoku"	"harsh"	"RNAdj"
"1-17"	"seka"	"hasty"	"SRI"
"1-17"	"zatsu"	"sloppy"	"NAdj"
"1-17"	"musu"	"sullen"	"NRI"
"1-17"	"gara"	"to change ocmpletely"	"NRI"
"1-17"	"buruburu"	"shivering"	"RI"
"1-17"	"gowagowa"	"stiff"	"RI"
"1-17"	"kiza"	"smug"	"NAdj"
"1-17"	"jimijimi"	"subdued"	"RNAdj"
"1-17"	"bisshiri"	"crowded"	"NRI"
"1-17"	"pata"	"sudden"	"NRI"
"1-17"	"pokapoka"	"gaping"	"RNRI"
"1-17"	"yura"	"wobbly"	"SRI"
"1-17"	"kerokero"	"nonchalantly"	"RNRI"
"1-17"	"jikkurijikkuri"	"careful"	"RNRI"
"1-17"	"furifuri"	"disadvantaged"	"RNAdj"
"1-17"	"kabi"	"gaudy"	"NAdj"
"1-17"	"debudebu"	"fat"	"RI"
"1-17"	"zoku"	"vulgar"	"NAdj"
"1-17"	"hokahoka"	"steaming"	"RI"
