"Id"	"Word"	"TrueMeaning"	"WordType"
"4-5"	"mushi"	"humid"	"SRI"
"4-5"	"bisshiribisshiri"	"crowded"	"RNRI"
"4-5"	"fubifubi"	"deficient"	"RNAdj"
"4-5"	"kachin"	"offended"	"NRI"
"4-5"	"gowa"	"stiff"	"SRI"
"4-5"	"kibikibi"	"energetic"	"RI"
"4-5"	"batchiribatchiri"	"perfect"	"RNRI"
"4-5"	"baka"	"stupid"	"NAdj"
"4-5"	"moji"	"hesitant"	"SRI"
"4-5"	"hiku"	"agitated"	"SRI"
"4-5"	"zatsu"	"sloppy"	"NAdj"
"4-5"	"murimuri"	"impossible"	"RNAdj"
"4-5"	"sekaseka"	"hasty"	"RI"
"4-5"	"potchari"	"plump"	"NRI"
"4-5"	"tsuyatsuya"	"glossy"	"RI"
"4-5"	"yawa"	"fragile"	"NAdj"
"4-5"	"yaboyabo"	"tasteless"	"RNAdj"
"4-5"	"kakkirikakkiri"	"exact"	"RNRI"
"4-5"	"furi"	"disadvantaged"	"NAdj"
"4-5"	"maremare"	"rare"	"RNAdj"
"4-5"	"musu"	"sullen"	"NRI"
"4-5"	"hisohiso"	"whispering"	"RI"
"4-5"	"boroboro"	"worn out"	"RI"
"4-5"	"buku"	"chubby"	"SRI"
"4-5"	"shinnari"	"supple"	"NRI"
"4-5"	"goso"	"whole"	"NRI"
"4-5"	"mukumuku"	"pure"	"RNAdj"
"4-5"	"kiza"	"smug"	"NAdj"
"4-5"	"buru"	"shivering"	"SRI"
"4-5"	"tokutoku"	"beneficial"	"RNAdj"
"4-5"	"garagara"	"to change ocmpletely"	"RNRI"
"4-5"	"kukkiri"	"clear"	"NRI"
"4-5"	"debudebu"	"fat"	"RI"
"4-5"	"pishapisha"	"decisive"	"RNRI"
"4-5"	"gakugaku"	"dejected"	"RNRI"
"4-5"	"hima"	"free"	"NAdj"
"4-5"	"mushi"	"humid"	"SRI"
"4-5"	"zatsu"	"sloppy"	"NAdj"
"4-5"	"goso"	"whole"	"NRI"
"4-5"	"fubifubi"	"deficient"	"RNAdj"
"4-5"	"buku"	"chubby"	"SRI"
"4-5"	"tokutoku"	"beneficial"	"RNAdj"
"4-5"	"gakugaku"	"dejected"	"RNRI"
"4-5"	"pishapisha"	"decisive"	"RNRI"
"4-5"	"boroboro"	"worn out"	"RI"
"4-5"	"maremare"	"rare"	"RNAdj"
"4-5"	"musu"	"sullen"	"NRI"
"4-5"	"moji"	"hesitant"	"SRI"
"4-5"	"garagara"	"to change ocmpletely"	"RNRI"
"4-5"	"bisshiribisshiri"	"crowded"	"RNRI"
"4-5"	"potchari"	"plump"	"NRI"
"4-5"	"buru"	"shivering"	"SRI"
"4-5"	"kukkiri"	"clear"	"NRI"
"4-5"	"furi"	"disadvantaged"	"NAdj"
"4-5"	"gowa"	"stiff"	"SRI"
"4-5"	"baka"	"stupid"	"NAdj"
"4-5"	"kiza"	"smug"	"NAdj"
"4-5"	"shinnari"	"supple"	"NRI"
"4-5"	"kibikibi"	"energetic"	"RI"
"4-5"	"sekaseka"	"hasty"	"RI"
"4-5"	"kakkirikakkiri"	"exact"	"RNRI"
"4-5"	"hiku"	"agitated"	"SRI"
"4-5"	"yawa"	"fragile"	"NAdj"
"4-5"	"murimuri"	"impossible"	"RNAdj"
"4-5"	"yaboyabo"	"tasteless"	"RNAdj"
"4-5"	"mukumuku"	"pure"	"RNAdj"
"4-5"	"kachin"	"offended"	"NRI"
"4-5"	"hisohiso"	"whispering"	"RI"
"4-5"	"tsuyatsuya"	"glossy"	"RI"
"4-5"	"hima"	"free"	"NAdj"
"4-5"	"debudebu"	"fat"	"RI"
"4-5"	"batchiribatchiri"	"perfect"	"RNRI"
