"Id"	"Word"	"TrueMeaning"	"WordType"
"11-15"	"buku"	"chubby"	"SRI"
"11-15"	"yaboyabo"	"tasteless"	"RNAdj"
"11-15"	"kachin"	"offended"	"NRI"
"11-15"	"gowa"	"stiff"	"SRI"
"11-15"	"furi"	"disadvantaged"	"NAdj"
"11-15"	"fubi"	"deficient"	"NAdj"
"11-15"	"kakkirikakkiri"	"exact"	"RNRI"
"11-15"	"kukkiri"	"clear"	"NRI"
"11-15"	"muchamucha"	"rash"	"RNAdj"
"11-15"	"bisshiri"	"crowded"	"NRI"
"11-15"	"kibi"	"energetic"	"SRI"
"11-15"	"gayagaya"	"noisy"	"RI"
"11-15"	"shinnarishinnari"	"supple"	"RNRI"
"11-15"	"yurayura"	"wobbly"	"RI"
"11-15"	"musumusu"	"sullen"	"RNRI"
"11-15"	"jimi"	"subdued"	"NAdj"
"11-15"	"debudebu"	"fat"	"RI"
"11-15"	"uki"	"happy"	"SRI"
"11-15"	"jikkuri"	"careful"	"NRI"
"11-15"	"zatsu"	"sloppy"	"NAdj"
"11-15"	"rakuraku"	"comfortable"	"RNAdj"
"11-15"	"kerokero"	"nonchalantly"	"RNRI"
"11-15"	"zukezuke"	"rude"	"RI"
"11-15"	"kokukoku"	"harsh"	"RNAdj"
"11-15"	"hisohiso"	"whispering"	"RI"
"11-15"	"nopperi"	"smooth"	"NRI"
"11-15"	"pata"	"sudden"	"NRI"
"11-15"	"bera"	"chatty"	"SRI"
"11-15"	"murimuri"	"impossible"	"RNAdj"
"11-15"	"damedame"	"useless"	"RNAdj"
"11-15"	"pishapisha"	"decisive"	"RNRI"
"11-15"	"toku"	"beneficial"	"NAdj"
"11-15"	"muku"	"pure"	"NAdj"
"11-15"	"harahara"	"suspenseful"	"RI"
"11-15"	"mushi"	"humid"	"SRI"
"11-15"	"pokapoka"	"gaping"	"RNRI"
"11-15"	"zatsu"	"sloppy"	"NAdj"
"11-15"	"pishapisha"	"decisive"	"RNRI"
"11-15"	"damedame"	"useless"	"RNAdj"
"11-15"	"uki"	"happy"	"SRI"
"11-15"	"toku"	"beneficial"	"NAdj"
"11-15"	"yaboyabo"	"tasteless"	"RNAdj"
"11-15"	"yurayura"	"wobbly"	"RI"
"11-15"	"kakkirikakkiri"	"exact"	"RNRI"
"11-15"	"mushi"	"humid"	"SRI"
"11-15"	"harahara"	"suspenseful"	"RI"
"11-15"	"zukezuke"	"rude"	"RI"
"11-15"	"murimuri"	"impossible"	"RNAdj"
"11-15"	"muchamucha"	"rash"	"RNAdj"
"11-15"	"pata"	"sudden"	"NRI"
"11-15"	"gowa"	"stiff"	"SRI"
"11-15"	"jimi"	"subdued"	"NAdj"
"11-15"	"kachin"	"offended"	"NRI"
"11-15"	"kukkiri"	"clear"	"NRI"
"11-15"	"shinnarishinnari"	"supple"	"RNRI"
"11-15"	"jikkuri"	"careful"	"NRI"
"11-15"	"furi"	"disadvantaged"	"NAdj"
"11-15"	"nopperi"	"smooth"	"NRI"
"11-15"	"gayagaya"	"noisy"	"RI"
"11-15"	"hisohiso"	"whispering"	"RI"
"11-15"	"bisshiri"	"crowded"	"NRI"
"11-15"	"kerokero"	"nonchalantly"	"RNRI"
"11-15"	"kibi"	"energetic"	"SRI"
"11-15"	"buku"	"chubby"	"SRI"
"11-15"	"fubi"	"deficient"	"NAdj"
"11-15"	"pokapoka"	"gaping"	"RNRI"
"11-15"	"bera"	"chatty"	"SRI"
"11-15"	"muku"	"pure"	"NAdj"
"11-15"	"rakuraku"	"comfortable"	"RNAdj"
"11-15"	"musumusu"	"sullen"	"RNRI"
"11-15"	"kokukoku"	"harsh"	"RNAdj"
"11-15"	"debudebu"	"fat"	"RI"
